handle,display_name,followers
@kat_ieee,Katie,142
@cig2018ieee,cig ieee 2018,142
@cnom,IEEE Comsoc CNOM,142
@KatBenIEEE,Kathryn Bennett,142
@ieeeudp,Rama IEEE UDP,138
@arlnus,Acoustic Research Laboratory,137
@ieeelums,IEEE LUMS,137
@IEEEAPMag,IEEE Antennas and Propagation Magazine,136
@denverIEEE,denverIEEE,136
@IIfetc,IEEE-IFETC,135
@IEEE_SilverOak,Silver Oak University IEEE SB,135
@yeditepe_ieee,Yeditepe IEEE,135
@IEEEwieege,IEEE WIE EGE,135
@e11ieee,Ellie⊹༝̩̩̥͙ ༓༝̩̩̥͙,133
@IeeeDeKUT,DeKUT IEEE SB,133
@IEEEKTU,IEEE KTU,133
@IEEEDataPort,IEEE DataPort,131
@UCD_PES,UCD IEEE PES,131
@IiswcO,IISWC 2022,131
@temple_ieee,Temple Univ. IEEE,130
@ieeeOttawaSec,IEEE Ottawa Section,130
@icceberlin,IEEE_icceBerlin,128
@cass_ieee,jon bon joni mitchell,127
@SmartGridCyber,IEEE Smart Grid Cybersecurity Workshop,125
@ieee_comsats,IEEE COMSATS Islamabad,125
@mbmctc,IEEE COMSOC'S MBMC-TC,124
@IEEE_PES_UKRI,IEEE PES UKRI,124
@makeuc_io,MakeUC,123
@ieeepnec,IEEE PNEC,122
@KuPhotonics,IEEE KU Photonics Society,122
@roman2021ieee,IEEE RO-MAN 2021 International Conference,121
@ieeewie_ku,IEEE WIE Kenyatta University,121
@ieee_dumlupinar,IEEE Dumlupınar,119
@IEEESb_Malta,IEEE Student Branch,119
@IEEESAS,IEEE Southern Alberta Section,118
@ieeespsdc,IEEE Signal Processing Society Delhi Chapter,118
@ieeetrsbwie,IEEE TRSB Women in Engineering,118
@ieeesausb,IEEE SAU,115
@EsoguWie,IEEE ESOGU WIE,115
@ieee_wie_pt,Women in Engineering,114
@ieeetemsblock,IEEE Tems Blockchain,113
@IEEE_AUB,IEEE AUB,111
@SYPCong_IEEESA,SYP Congress IEEE Saudi Arabia,108
@ieeeypsl,IEEE Young Professionals Sri Lanka,106
@ieeeucdavis,IEEE at UC Davis,105
@IEEE_BU,IEEE BU,104
@Peter_IEEE,Peter Lin,104
@OkanIEEE,IEEE Okan,103
@IEEEWIECanada,IEEE WIE Canada,102
@ieeeiv2020,IEEE IV 2020,102
@IeeeToe,IEEE_ToE,100
@ICDCS2025,IEEE ICDCS 2025,99
@uofmemphis_ieee,U Memphis IEEE,99
@IEEEFG2019,IEEE FG2019,97
@psuieee,PSU IEEE,97
@IEEENANO_Conf,IEEE NANO 2025,97
@Drexel_IEEE,Drexel IEEE,94
@IEEETepra,IEEE TePRA,94
@IEEE_WCNEE,IEEE WCNEE,93
@linakaram,Lina Karam,92
@unoieee,UNO IEEE,91
@MS_IEEE_GRSS,MS IEEE GRSS Student Chapter,91
@IEEE_EMC_YP,IEEE EMC Young Professionals,90
@IeeeAdgitm,IEEE ADGITM,90
@ACM_IEEE_ANCS,ACM/IEEE ANCS,88
@ieeeiiitdelhi,IEEE IIIT-Delhi Student Branch,88
@IEEE_AL,IEEE Alabama Section,88
@meliksah_ieee,Melikşah IEEE,88
@ieee_ras_sac,IEEE RAS Student Activities Committee,87
@ieeeCQR,IEEE CQR Workshop,87
@IEEEAshoka,IEEE Ashoka,87
@IEEEbostonYP,IEEE Boston YP,87
@MetroInd40iot,IEEE MetroInd4.0 & IoT,86
@wie_ieee_must,IEEE WIE MUST,85
@pitt_ieee,Pitt IEEE,85
@ieeenlca,IEEE Newfoundland and Labrador,84
@KC_IEEE_COMSOC,KC IEEE COMSOC,84
@IEEESensorsES,IEEE Sensors Council & IEEE Systems Council Spain,82
@IEEEUH,IEEE UH,82
@IEEEAUS,IEEE AUS,81
@IeeeVtsChicago,IEEE VTS Chicago,81
@ieeecsgcet,IEEE Computer Society - GCET,80
@IEEE_Montreal,IEEE Montréal,80
@IEEE_OSU,IEEE OSU,80
@ieee_games_tc,IEEE Games TC,79
@ieeeasetnoida,ASETN IEEE SBC,78
@pan_shijia,Shijia Pan,77
@ieee_boston,IEEE Boston Section,77
@CISCompetitions,IEEE CIS Competition Subcommittee,76
@IeeeServices,IEEE SERVICES Congress,75
@ieeepes_sb_nitc,IEEE PES SBC NITC,75
@IEEEGTBIT,IEEE GTBIT,74
@UomIEEE,IEEE-SB_UoM,74
@IEEE_ICHI2020,IEEE ICHI 2020,73
@IEEEGameSIG,IEEE GameSIG,72
@IEEESheffieldSB,IEEE Sheffield SB,72
@ieeecibcb2024,IEEE CIBCB 2024,71
@IEEE_ICMTS,IEEE ICMTS,70
@IEEEPESGridEdge,IEEE PES Grid Edge Conference and Expo,68
@ASRU2023,IEEE ASRU 2023,66
@IEEECCAC,4th IEEE CCAC,66
@DeanetSrl,Deanet Srl - IEEE ASTM SAE ACM Italy,65
@RowanIEEE,Rowan IEEE,64
@ValpoIEEE,Valparaiso IEEE,63
@ieeer8chapters,IEEE Region 8 Chapters,62
@IEEE_CUSB,IEEE Curtin Society,62
@IEEE_EMA_PES_YP,IEEE EMEA PES Young Professionals,62
@Ieee5573,OzuEggz,61
@ieeermc,IEEE Returning Mothers Conference 2025,60
@asasiraqueen,Asasira Queen Pinklen #PyConUganda2025#WCUS#IEEE,60
@Blockchain_IEEE,IEEE Blockchain Technical Community,59
@802dot1,IEEE LAN Cleef,59
@ieeeMU,Marquette University IEEE,58
@sri_ieee,Sri,58
@IeeePesGtdIst,2023 IEEE PES GTD Istanbul,58
@grid_intel,GridIntel,58
@ICVES2019,IEEE ICVES 2019,57
@UmichIEEE,UMich IEEE-ACM,56
@IEEEMqWIE,IEEE WIE at MQ,56
@ieeessci,IEEE SSCI 2025,54
@ieee_itss_edu,IEEE ITSS Edu,54
@ieeepeswip_UKI,IEEE PES WiP UK and Ireland,53
@IEEEMEC,IEEE SB | MEC,53
@IeeeIsae,ISAE-SUPAERO IEEE Student Branch,51
@abv_iiitm_ieee,ABV-IIITM IEEE Student Branch,51
@ieee_asru,IEEE ASRU,51
@ieee_cs_chicago,IEEE Computer Society Chicago,51
@IEEEEBSCOIndia,IEEE EBSCO India,49
@ieeecbu,IEEE CBU,49
@PSTGroupUniMelb,Process Science and Technology Research Group,48
@IEEEWIEMTL,IEEE WIE Montreal,45
@CRFID_SA,IEEE CRFID Chapter in Saudi Arabia,42
@IEEEYPVAN,IEEE Vancouver Young Professionals,42
@IEEEUTHLamiaSB,IEEE SB UTH (Lamia),42
@ieeeuottawa,IEEE uOttawa,42
@IEEE_ANTS,IEEE ANTS,40
@IEEEInPhil,IEEE India Philanthropy,40
@OpenTerms,Open Terms Newsletter,39
@ieeesustaintech,IEEE SustainTech Leadership Forum,34
@IEEEIndHUBSV,IEEE IndustryHUB Silicon Valley,32
@kayIeee283892,im really pretty,32
@APS24_Florence,IEEE APS/URSI 2024 Florence (IT),31
@ieeesbiiti,IEEE Student Branch IIT Indore (Official),30
@ieeevtsocs,IEEE.VTS.OCS,29
@Columbia_ieee,IEEE EMBS COLUMBIA CHAPTER,26
@SafeThings2024,IEEE/ACM SafeThings 2024,26
@ieee_scv_yp,IEEE Santa Clara Valley Young Professionals,25
@ieeemq,MQ IEEE SB,25
@uhclieee,IEEE at UHCL,25
@2022Mdm,"IEEE MDM 2022, Paphos, Cyprus, June 6-9, 2022",24
@CSU_IEEE,CSU IEEE,23
@IeeeMit,MIT IEEE/ACM Student Org,20
@ds4cs,IEEE DS4CS @ CSR,20
@ieeevic,IEEE Victorian Section,19
@2022ALIAS,"IEEE ALIAS 2022, Online, June 6, 2022",14
@IEEENCState,NC State Univ. IEEE Student Branch,9
@2023Alias,"IEEE ALIAS 2023, Singapore, July 3, 2023",7
@icecs2023,IEEE ICECS 2023,6
@IEEELearn,,
@IEEEPhotonics,,
@IEEEeducation,,
@earthzine,,
@ieeesoftware,,
@IEEEDay,,
@IEEEFutureDir,,
@BlockchainIEEE,,
@IEEEAccess,,
@IEEE,,
@ieeer8today,,
@IEEEMTT,,
@IEEECCNC,,
@IEEE_EduSoc,,
@IEEEDSAA,,
@IEEEQuantum,,
@IEEEWIE,,
@IEEEAeroConf,,
@IEEEAwards,,
@IEEE_UQU,,
@IEEECluster,,
@IEEEICC,,
@CSFSymposium,,
@compsac,,
@cptamma,,
@IEEECAL,,
@ieeeICIP,,
@IEEE_TCI,,
@IEEE_TMI,,
@IEEEMagSoc,,
@ProceedingsIEEE,,
@ieeetrsb,,
@IEEEPresident,,
@GrssYp,,
@VLSI_2026,,
@IEEESENSORS,,
@ssinha_ieee,,
@ieeerisingstars,,
@IEEE_AASP,,
@IEEEimaging,,
@EPICSinIEEE,,
@IEEESmrtVillage,,
@IEEESBKUET,,
@icassp2019,,
@_kkyIeee,,
@IEEERoboSoft,,
@StudentRas,,
@PES_SaudiArabia,,
@IEEE_PNU,,
@IEEEDigiPrivacy,,
@IEEE_EMCS,,
@ElectricalSafeT,,
@IEEEWIE_UK,,
@sarahnicoIeee,,
@ICCAD,,
@tcuarch,,
@IEEEJETCAS,,
@ieeesltc,,
@ieeesm,,
@es_week,,
@IEEEW_PMU,,
@BostonENET,,
@eMinutePITCH,,
@aston_chapter,,
@IEEEFLEPS,,
@IEEEPortugal,,
@ieeeYPng,,
@ieee_reach,,
@IEEEPCIC,,
@ieeeconcordia,,
@IEEE_SC,,
@ieee_pce,,
@IEEEComSocYP,,
@soheeIeee,,
@Daphieee1,daph.ieee,
@daphiee_dump,daphiee,
@IEEE_UY,,
@EmpowerABillion,,
@ieeegcaiot,,
@ieeenova,,
@ieeect,,
@IEEE_ICNP,,
@IEEEEduWeek,,
@ieee_PesWsa,,
@ieeetrcs,,
@ieeeclayp,,
@jack_ieee,,
@ipsn20,,
@ifa_berlin,,
@Uee_pics,,
@mondayIeee,rest,
@bennettuniv,,
@IEEEPES_Kenya,,
@ieeecsks,,
@ieee_ojap,,
@IEEECanada,,
@IEEE_JKUAT,,
@IEEETorontoMetU,,
@TorontoMet,,
@ieeeigdtuw,,
@IEEEMadras,,
@UH_IEEE_COT,,
@OzarkIEEE,,
@rysphrdt_ieee,,
@CsisIeee,,
@EMBSPT,,
@_ieeesiesgst,,
@ACM_IEEE_SEC,,
@ieeeasu,,
@ieee_tc_telerob,,
@IEEEatBSU,,
@ieeeYPalabama,,
@CJohnsonIEEE,,
@ieeemapuasb,,
@IEEECDC2020,,
@PVIEEE,,
@Mo_Will56,,
@franceg_xx,ค ɭ ɭ ieee*,
@r3ieee,,
@yalefox,,
@dinakholkar,,
@ieee_mlsp,,
@IEEECCNY,,
@ieeecsmuj,,
@jn_ieee,,
@WCNC_IEEE,,
@IEEEVicWIE,,
@Didi_ieee,,
@IeeeNsut,,
@IeeeSweden,,
@ieee_smc,,
@Ben68638515,,
@TechJohnEdwards,,
@IEEE_EAIS,,
@PES_UJSC,,
@ieeesliit,,
@jenocIeee,,
@NCTsmtown_dream,,
@o_arnav,,
@ieee_indin,,
@IEEEBlockchain,,
@ieeeghtc,,
@MischaDohler,,
@Ericsson,,
@Ofcom,,
@KingsCollegeLon,,
@roman19ieee,,
@jjenoIeee,,
@icdl2025,,
@ieee_uki_cyber,,
@IEEE_KAU,,
@IEEENAPConf,,
@imanasshoIeee,,
@IIT,IIT,
@bgyo_nate,Nate Porcalla,
@heachanIeee,aley .,
@firojalam04,,
@wangly0229,,
@AlibabaGroup,,
@DCU,,
@TencentGlobal,,
@ieee_iettn,,
@ieeesrmist,,
@ieee_tiv,,
@phiemarie_,,
@chummi_ieee,,
@cbms_conference,,
@ieeegc20,,
@Ieeemapcon,,
@ieeeichi,,
@ieeewie_ncu,,
@sweet_ieee,,
@IeeeWhispers,,
@IeeeNjit,,
@mr_Ieee,,
@IEEERiphahFC,,
@IEEEAlexSB,,
@karenbartleson,,
@i_tcas,,
@IEEEComSoc,,
@ieee_wie_vit,,
@IEEEethics,,
@MediaLab,,
@CWRU,Case Western Reserve,
@Delpscholar,,
@RelxHq,RELX,
@ReedExhibitions,,
@TribPub,Tribune Publishing Company,
@WaPo,The Washington Post,
@Cea_Leti,CEA-Leti,
@GrenobleINP,,
@ICDCS_2020,,
@ICCVConference,,
@natanielruizg,,
@anfurnari,,
@YVinker,,
@ieee_cifer_info,,
@ieee_umd,,
@IeeeIn,,
@AUKIEEESB,,
@AUKTweets,AUK,
@el_se3dy_,,
@DCU_IEEE_SB,,
@MLeee_ieee,,
@grimIeee,,
@isvx_uj,,
@sandtieee,,
@IEEE_WIE_SF,,
@johnchavens,,
@real_asli,,
@MSFTResearch,,
@UCBerkeley,,
@mich_ieee_,,
@ieeeBISP,,
@IEEEKenyaComSoc,,
@ieeemsit,,
@alfaisalieee,,
@BJSmithIEEE,,
@atc_atg,,
@I6ieee,,
@Blyth_ieee,,
@gisseIIeee,sel,
@turtIeee,lul,
@yetanalytics,Yet Analytics,
@leverhulmeCFI,Future Intelligence,
@sus_ieee,s,
@CarnegieCouncil,Carnegie Council,
@Jazzi_ieee,KƦλL,
@NicoIeee,,
@melon_ieee,,
@IEEEsbUPV,,
@ieeeksu1,,
@_ksu,,
@sk8ieee,,
@IEEEVirtual,,
@Theteamatx,,
@TeamAtAlpha,,
@EPFL,,
@ieeepeswip_UKRI,,
@gtieee,,
@ieeepervasive,,
@digi_ad,,
@IEEENetPolicy,,
@IEEESB_UCSC,,
@swelby,,
@Noon_ieee,,
@KFUIEEE,,
@angg__ieee,,
@IEEE_SLTC,,
@jodam,,
@ieeewsa,,
@gtuieee,,
@ieeedeu,,
@MIPT_eng,MIPT — Moscow Institute of Physics and Technology,
@sterlingkronerc,,
@neilsavagewrite,Neil Savage,
@nvchawla,,
@Aunalytics,,
@wangxinfelix,,
@IEEESBUMH,,
@HacettepeIEEE,,
@IEEE_CSS_UD,,
@sb_itesm_mty,,
@6e726d,,
@MTHajiaghayi,,
@OCEANS_MTSIEEE,,
@Intel,,
@MIT_CSAIL,,
@haptics2018,,
@WIEsaudi,,
@lionel_c_briand,,
@sduieee,,
@IEEEtv,,
@IEEEGOLDRush,,
@lawrencebehr,,
@IEEESBUniValle,,
@REIEEEUSB,,
@KhaledMokhtar,,
@drwuz,,
@satish_babu,,
@IEEE_HST,,
@rdillon73,,
@JCU_Singapore,,
@BilkentIEEE,,
@sciencedirect,Elsevier | ScienceDirect,
@TheIET,,
@NTUA,National Technical University of Athens,
@EngProCouncil,,
@_an9ieee,Angie Contreras,
@UchicagoCS,UChicagoCS,
@cybirical,,
@Latech,Louisiana Tech University,
@TCharlesClancy,Charles Clancy,
@ACMpolicy,ACM Public Policy,
@nserc_crsng,,
@UniPadova,,
@TUdelft,,
@UW,,
@METU_ODTU,,
@IfeanyiOrajaka,,
@GreenVillageEle,,
@ObamaFoundation,,
@PABL0VALERIO,,
@gsu_ieee,,
@stevet49analog,,
@cisemag,,
@LorenaABarba,,
@ilkayaltintas,,
@helenhehuang8,,
@C4DT,,
@tuneinsight,,
@AQAnsari1962,,
@jmiu_official,,
@gabosgab,,
@altrishaw,,
@computersandlaw,,
@itechlaw_assn,,
@IEEE_SA,,
@GerardoBarbosa,Gerardo Barbosa,
@CSEP,Crystal,
@Ambarella,ber,
@ieeeqro,,
@ieeeeru,,
@pfsanchez,,
@cristinacortes,,
@ieeeroman,,
@Bhaskarpal__,,
@ActivateWind0ws,,
@ieeebaunsb,,
@xrmxrm,,
@SunSpecAlliance,,
@PolymathToBe,,
@ud_engineering,,
@ECEIllinois,Illinois ECE,
@GeorgiaTech_ece,,
@sabyasachi_uni,,
@dJdU,,
@ieeeUT,,
@suyashchopra1,,
@ieeeytu,,
@ieee_isscc,,
@Fuzi_1,,
@Bookeyy_Inc,,
@RelinkNg,,
@go_ride_ng,,
@ICSAconf,,
@MarkVee10,"Mark A. Vasquez, CAE",
@USTC,USTC,
@RuairiCS,,
@MTU_ie,,
@ManuelCardona_,,
@ieeeAssociate,,
@amarrnaik,,
@TELUS_Digital,,
@ieeewhc,,
@IEEE_Mexico,,
@ieeegranada,,
@ieeeclubhouse,,
@replies,,
@IEEESFVSection,,
@ieeeufabc,,
@fcdl94,,
@FocoosAi,,
@PoliTOnews,,
@HKNPoliTo,,
@ieee_ius,,
@AnilMurty,,
@anilkl,,
@cd_fuller,,
@engunimelb,,
@IEEE_GOLD_PT,IEEE GOLD Portugal,
@ieeetcrts,,
@IEEERegion6,,
@wfcs2018,,
@IEEEsbUIS,,
@ieeebozok,,
@EnergyCon2010,,
@IEEEaud,,
@ieeear,,
@ieeeun,,
@SasitharanBala1,,
@WIEAUD,,
@CoEngg_KFU,,
@ieeepestr,,
@ieeevit,,
@IEEE_HPEC,,
@IEEEHealthCom,,
@RamaSolesIEEE,,
@IEEESSCol,,
@RIE_IEEE,,
@bluechizue,,
@halic_ieee,,
@ieeechihuahua,,
@IEEE_EMU,,
@IEEE_ZA,,
@IEEEAASTSB,,
@IEEESB_ITS,,
@IEEEUMN,,
@icves2018,,
@m4ieee,van,
@IEEECNSD,IEEE CNSD,
